"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastViewedDate","LastReferencedDate","ConnectionReceivedId","ConnectionSentId","nFORCE__Label__c","nFORCE__Order__c","nFORCE__Question__c","nFORCE__lookupKey__c","nFORCE__Api_Value__c","nFORCE__Is_Default__c"
"a2zDm000000TYZYIA4","005Dm000000nnayIAA","","O-000222","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000XmxJIAS","a2zDm000000TYcVIAW","","false"
"a2zDm000000TYZZIA4","005Dm000000nnayIAA","","O-000219","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes","1.0","a30Dm000000XmxHIAS","a2zDm000000TYcWIAW","","false"
"a2zDm000000TYZaIAO","005Dm000000nnayIAA","","O-000220","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes","1.0","a30Dm000000XmxIIAS","a2zDm000000TYcXIAW","","false"
"a2zDm000000TYZbIAO","005Dm000000nnayIAA","","O-000221","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000XmxHIAS","a2zDm000000TYcYIAW","","false"
"a2zDm000000TYZcIAO","005Dm000000nnayIAA","","O-000223","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000XmxGIAS","a2zDm000000TYcZIAW","","false"
"a2zDm000000TYZdIAO","005Dm000000nnayIAA","","O-000224","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000XmxKIAS","a2zDm000000TYcaIAG","","false"
"a2zDm000000TYZeIAO","005Dm000000nnayIAA","","O-000225","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes","1.0","a30Dm000000XmxLIAS","a2zDm000000TYcbIAG","","false"
"a2zDm000000TYZfIAO","005Dm000000nnayIAA","","O-000226","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes","1.0","a30Dm000000XmxMIAS","a2zDm000000TYccIAG","","false"
"a2zDm000000TYZgIAO","005Dm000000nnayIAA","","O-000227","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes","1.0","a30Dm000000XmxNIAS","a2zDm000000TYcdIAG","","false"
"a2zDm000000TYZhIAO","005Dm000000nnayIAA","","O-000231","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes","1.0","a30Dm000000XmxGIAS","a2zDm000000TYchIAG","","false"
"a2zDm000000TYZiIAO","005Dm000000nnayIAA","","O-000228","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes","1.0","a30Dm000000XmxOIAS","a2zDm000000TYceIAG","","false"
"a2zDm000000TYZjIAO","005Dm000000nnayIAA","","O-000229","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000XmxOIAS","a2zDm000000TYcfIAG","","false"
"a2zDm000000TYZkIAO","005Dm000000nnayIAA","","O-000230","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000XmxMIAS","a2zDm000000TYcgIAG","","false"
"a2zDm000000TYZlIAO","005Dm000000nnayIAA","","O-000232","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes - By selecting this option, this record will be marked HMDA Reportable","1.0","a30Dm000000XmxPIAS","a2zDm000000TYcjIAG","","false"
"a2zDm000000TYZmIAO","005Dm000000nnayIAA","","O-000233","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes - By selecting this option, this record will be marked as an Employee Loan","1.0","a30Dm000000XmxQIAS","a2zDm000000TYckIAG","","false"
"a2zDm000000TYZnIAO","005Dm000000nnayIAA","","O-000234","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000XmxRIAS","a2zDm000000TYclIAG","","false"
"a2zDm000000TYZoIAO","005Dm000000nnayIAA","","O-000236","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes - By selecting this option, this record will be marked Reg W Reportable","1.0","a30Dm000000XmyAIAS","a2zDm000000TYciIAG","","false"
"a2zDm000000TYZpIAO","005Dm000000nnayIAA","","O-000235","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes","1.0","a30Dm000000Xmy9IAC","a2zDm000000TYcmIAG","","false"
"a2zDm000000TYZqIAO","005Dm000000nnayIAA","","O-000237","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000XmxSIAS","a2zDm000000TYcnIAG","","false"
"a2zDm000000TYZrIAO","005Dm000000nnayIAA","","O-000238","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000XmxTIAS","a2zDm000000TYcoIAG","","false"
"a2zDm000000TYZsIAO","005Dm000000nnayIAA","","O-000239","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes","1.0","a30Dm000000XmxUIAS","a2zDm000000TYcpIAG","","false"
"a2zDm000000TYZtIAO","005Dm000000nnayIAA","","O-000240","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes","1.0","a30Dm000000XmxVIAS","a2zDm000000TYcqIAG","","false"
"a2zDm000000TYZuIAO","005Dm000000nnayIAA","","O-000241","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes","1.0","a30Dm000000XmxWIAS","a2zDm000000TYcrIAG","","false"
"a2zDm000000TYZvIAO","005Dm000000nnayIAA","","O-000242","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes - By selecting this option, the record will be marked CRA Reportable.","1.0","a30Dm000000XmxXIAS","a2zDm000000TYcsIAG","","false"
"a2zDm000000TYZwIAO","005Dm000000nnayIAA","","O-000243","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","None of the above","4.0","a30Dm000000XmxYIAS","a2zDm000000TYctIAG","","false"
"a2zDm000000TYZxIAO","005Dm000000nnayIAA","","O-000244","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000XmxZIAS","a2zDm000000TYcuIAG","","false"
"a2zDm000000TYZyIAO","005Dm000000nnayIAA","","O-000245","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000XmxaIAC","a2zDm000000TYcvIAG","","false"
"a2zDm000000TYZzIAO","005Dm000000nnayIAA","","O-000246","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000XmxBIAS","a2zDm000000TYcwIAG","","false"
"a2zDm000000TYa0IAG","005Dm000000nnayIAA","","O-000247","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000XmxbIAC","a2zDm000000TYcxIAG","","false"
"a2zDm000000TYa1IAG","005Dm000000nnayIAA","","O-000248","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes, the loan is HVCRE reportable.","1.0","a30Dm000000XmxcIAC","a2zDm000000TYcyIAG","","false"
"a2zDm000000TYa2IAG","005Dm000000nnayIAA","","O-000249","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes - By selecting this option, the loan will be marked Reg O Reportable.","1.0","a30Dm000000XmxRIAS","a2zDm000000TYczIAG","","false"
"a2zDm000000TYa3IAG","005Dm000000nnayIAA","","O-000250","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000XmxmIAC","a2zDm000000TYd0IAG","","false"
"a2zDm000000TYa4IAG","005Dm000000nnayIAA","","O-000251","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes, this loan IS NOT HMDA Reportable","1.0","a30Dm000000XmxnIAC","a2zDm000000TYd1IAG","","false"
"a2zDm000000TYa5IAG","005Dm000000nnayIAA","","O-000252","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000XmxQIAS","a2zDm000000TYd2IAG","","false"
"a2zDm000000TYa6IAG","005Dm000000nnayIAA","","O-000253","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes","1.0","a30Dm000000XmxmIAC","a2zDm000000TYd3IAG","","false"
"a2zDm000000TYa7IAG","005Dm000000nnayIAA","","O-000254","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes","1.0","a30Dm000000XmxJIAS","a2zDm000000TYd4IAG","","false"
"a2zDm000000TYa8IAG","005Dm000000nnayIAA","","O-000255","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes","1.0","a30Dm000000XmxKIAS","a2zDm000000TYd5IAG","","false"
"a2zDm000000TYa9IAG","005Dm000000nnayIAA","","O-000256","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000XmxIIAS","a2zDm000000TYd6IAG","","false"
"a2zDm000000TYaAIAW","005Dm000000nnayIAA","","O-000257","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000XmxNIAS","a2zDm000000TYd7IAG","","false"
"a2zDm000000TYaBIAW","005Dm000000nnayIAA","","O-000258","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000Xmy9IAC","a2zDm000000TYd8IAG","","false"
"a2zDm000000TYaCIAW","005Dm000000nnayIAA","","O-000259","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes","1.0","a30Dm000000XmyBIAS","a2zDm000000TYd9IAG","","false"
"a2zDm000000TYaDIAW","005Dm000000nnayIAA","","O-000260","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000XmyBIAS","a2zDm000000TYdAIAW","","false"
"a2zDm000000TYaEIAW","005Dm000000nnayIAA","","O-000261","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes","1.0","a30Dm000000Xmy8IAC","a2zDm000000TYdBIAW","","false"
"a2zDm000000TYaFIAW","005Dm000000nnayIAA","","O-000262","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000Xmy8IAC","a2zDm000000TYdCIAW","","false"
"a2zDm000000TYaGIAW","005Dm000000nnayIAA","","O-000263","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes","1.0","a30Dm000000XmyCIAS","a2zDm000000TYdDIAW","","false"
"a2zDm000000TYaHIAW","005Dm000000nnayIAA","","O-000264","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000XmyCIAS","a2zDm000000TYdEIAW","","false"
"a2zDm000000TYaIIAW","005Dm000000nnayIAA","","O-000265","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes","1.0","a30Dm000000XmyDIAS","a2zDm000000TYdFIAW","","false"
"a2zDm000000TYaJIAW","005Dm000000nnayIAA","","O-000266","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000XmyDIAS","a2zDm000000TYdGIAW","","false"
"a2zDm000000TYaKIAW","005Dm000000nnayIAA","","O-000267","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","A 1-4 Family Residence","1.0","a30Dm000000XmxYIAS","a2zDm000000TYdHIAW","","false"
"a2zDm000000TYaLIAW","005Dm000000nnayIAA","","O-000268","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","A Community Development Project","2.0","a30Dm000000XmxYIAS","a2zDm000000TYdIIAW","","false"
"a2zDm000000TYaMIAW","005Dm000000nnayIAA","","O-000269","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Agricultural Land Purchased for Development","3.0","a30Dm000000XmxYIAS","a2zDm000000TYdKIAW","","false"
"a2zDm000000TYaNIAW","005Dm000000nnayIAA","","O-000270","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes","1.0","a30Dm000000XmxZIAS","a2zDm000000TYdLIAW","","false"
"a2zDm000000TYaOIAW","005Dm000000nnayIAA","","O-000271","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes","1.0","a30Dm000000XmxaIAC","a2zDm000000TYdJIAW","","false"
"a2zDm000000TYaPIAW","005Dm000000nnayIAA","","O-000272","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes","1.0","a30Dm000000XmxbIAC","a2zDm000000TYdMIAW","","false"
"a2zDm000000TYaQIAW","005Dm000000nnayIAA","","O-000273","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes","1.0","a30Dm000000XmxBIAS","a2zDm000000TYdNIAW","","false"
"a2zDm000000TYaRIAW","005Dm000000nnayIAA","","O-000274","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes, this Loan is not HVCRE reportable.","1.0","a30Dm000000XmxoIAC","a2zDm000000TYdOIAW","","false"
"a2zDm000000TYaSIAW","005Dm000000nnayIAA","","O-000275","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes","1.0","a30Dm000000XmxSIAS","a2zDm000000TYdPIAW","","false"
"a2zDm000000TYaTIAW","005Dm000000nnayIAA","","O-000276","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes","1.0","a30Dm000000XmxTIAS","a2zDm000000TYdQIAW","","false"
"a2zDm000000TYaUIAW","005Dm000000nnayIAA","","O-000277","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000XmxUIAS","a2zDm000000TYdRIAW","","false"
"a2zDm000000TYaVIAW","005Dm000000nnayIAA","","O-000278","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000XmxVIAS","a2zDm000000TYdSIAW","","false"
"a2zDm000000TYaWIAW","005Dm000000nnayIAA","","O-000279","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000XmxWIAS","a2zDm000000TYdTIAW","","false"
"a2zDm000000TYaXIAW","005Dm000000nnayIAA","","O-000280","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes","1.0","a30Dm000000XmxpIAC","a2zDm000000TYdUIAW","","false"
"a2zDm000000TYaYIAW","005Dm000000nnayIAA","","O-000281","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000XmxPIAS","a2zDm000000TYdVIAW","","false"
"a2zDm000000TYaZIAW","005Dm000000nnayIAA","","O-000282","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000XmyAIAS","a2zDm000000TYdWIAW","","false"
"a2zDm000000TYaaIAG","005Dm000000nnayIAA","","O-000283","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","0-3 a year","1.0","a30Dm000000XmxCIAS","366203873389331454","","false"
"a2zDm000000TYabIAG","005Dm000000nnayIAA","","O-000284","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","4-7 a year","2.0","a30Dm000000XmxCIAS","621556760902086719","","false"
"a2zDm000000TYacIAG","005Dm000000nnayIAA","","O-000285","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","more than 7 a year","3.0","a30Dm000000XmxCIAS","050569214661068497","","false"
"a2zDm000000TYadIAG","005Dm000000nnayIAA","","O-000286","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Yes","1.0","a30Dm000000XmxFIAS","961370989806508364","","false"
"a2zDm000000TYaeIAG","005Dm000000nnayIAA","","O-000287","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","No","2.0","a30Dm000000XmxFIAS","074917594827493192","","false"
"a2zDm000000TYafIAG","005Dm000000nnayIAA","","O-000288","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","ATM","1.0","a30Dm000000XmxqIAC","072559575054128919","","false"
"a2zDm000000TYagIAG","005Dm000000nnayIAA","","O-000289","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Online banking","6.0","a30Dm000000XmxqIAC","781465782898796488","","false"
"a2zDm000000TYahIAG","005Dm000000nnayIAA","","O-000290","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Provider's web sites","7.0","a30Dm000000XmxsIAC","336995073534355081","","false"
"a2zDm000000TYaiIAG","005Dm000000nnayIAA","","O-000291","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Text or SMS","2.0","a30Dm000000XmxqIAC","704751626503713071","","false"
"a2zDm000000TYajIAG","005Dm000000nnayIAA","","O-000292","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Balance alerts","3.0","a30Dm000000XmxqIAC","394644132859600753","","false"
"a2zDm000000TYakIAG","005Dm000000nnayIAA","","O-000293","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Mobile banking","4.0","a30Dm000000XmxqIAC","827475087527199974","","false"
"a2zDm000000TYalIAG","005Dm000000nnayIAA","","O-000294","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Bank 800 number","5.0","a30Dm000000XmxqIAC","975948538036641796","","false"
"a2zDm000000TYamIAG","005Dm000000nnayIAA","","O-000295","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","3rd party finance site","7.0","a30Dm000000XmxqIAC","807177909759060609","","false"
"a2zDm000000TYanIAG","005Dm000000nnayIAA","","O-000296","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Paper statements","8.0","a30Dm000000XmxqIAC","302010551193459089","","false"
"a2zDm000000TYaoIAG","005Dm000000nnayIAA","","O-000297","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Other","9.0","a30Dm000000XmxqIAC","467425857282544573","","false"
"a2zDm000000TYapIAG","005Dm000000nnayIAA","","O-000298","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Cash","1.0","a30Dm000000XmxrIAC","800220780409658520","","false"
"a2zDm000000TYaqIAG","005Dm000000nnayIAA","","O-000299","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Check","2.0","a30Dm000000XmxrIAC","730947945060674094","","false"
"a2zDm000000TYarIAG","005Dm000000nnayIAA","","O-000300","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Credit Card","3.0","a30Dm000000XmxrIAC","630111282532492432","","false"
"a2zDm000000TYasIAG","005Dm000000nnayIAA","","O-000301","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Debit Card","4.0","a30Dm000000XmxrIAC","985963149292276196","","false"
"a2zDm000000TYatIAG","005Dm000000nnayIAA","","O-000302","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Mobile Payments","5.0","a30Dm000000XmxrIAC","125126953088012838","","false"
"a2zDm000000TYauIAG","005Dm000000nnayIAA","","O-000303","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","PayPal","6.0","a30Dm000000XmxrIAC","180309237267020162","","false"
"a2zDm000000TYavIAG","005Dm000000nnayIAA","","O-000304","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Store credit card","7.0","a30Dm000000XmxrIAC","526801183900370401","","false"
"a2zDm000000TYawIAG","005Dm000000nnayIAA","","O-000305","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Other","8.0","a30Dm000000XmxrIAC","138033035995561872","","false"
"a2zDm000000TYaxIAG","005Dm000000nnayIAA","","O-000306","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Automatic payments","1.0","a30Dm000000XmxsIAC","938285531176439124","","false"
"a2zDm000000TYayIAG","005Dm000000nnayIAA","","O-000307","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Cash","2.0","a30Dm000000XmxsIAC","786099429597010052","","false"
"a2zDm000000TYazIAG","005Dm000000nnayIAA","","O-000308","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Checks","3.0","a30Dm000000XmxsIAC","407731918220304136","","false"
