"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","ConnectionReceivedId","ConnectionSentId","LLC_BI__Category__c","LLC_BI__lookupKey__c"
"a3YDm000000Gu9wMAC","005Dm000000nnayIAA","","Investment in Subsidiaries","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Investment_in_Subsidiaries_ACCTGRD"
"a3YDm000000Gu9xMAC","005Dm000000nnayIAA","","Derivative Assets - LTP","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Derivative_Assets_LTP_ACCTGRD"
"a3YDm000000Gu9yMAC","005Dm000000nnayIAA","","Adj to Retained Earn. - Withdrawals","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Other)","Adj_to_Retained_Earn_Withdrawals_ACCTGRD"
"a3YDm000000Gu9zMAC","005Dm000000nnayIAA","","Adj to Retained Earn. -Â  Other Change","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Other)","Adj_to_Retained_Earn_Other_Change_ACCTGRD"
"a3YDm000000GuA0MAK","005Dm000000nnayIAA","","Adj to Retained Earn. - Dividends - Stock","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Other)","Adj_to_Retained_Earn_Dividends_Stock_ACCTGRD"
"a3YDm000000GuA1MAK","005Dm000000nnayIAA","","Adj to Retained Earn. - Accounting Change","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Other)","Adj_to_Retained_Earn_Accounting_Change_ACCTGRD"
"a3YDm000000GuA2MAK","005Dm000000nnayIAA","","Due from Officers/Stockholders - CP","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Due_from_OfficersStockholders_CP_ACCTGRD"
"a3YDm000000GuA3MAK","005Dm000000nnayIAA","","Other Current Assets","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","RMA Benchmarking","other_current_assets"
"a3YDm000000GuA4MAK","005Dm000000nnayIAA","","Raw Materials","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Raw_Materials_ACCTGRD"
"a3YDm000000GuA5MAK","005Dm000000nnayIAA","","Due from Related Co - CP","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Due_from_Related_Co_CP_ACCTGRD"
"a3YDm000000GuA6MAK","005Dm000000nnayIAA","","Work in Process","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Work_in_Process_ACCTGRD"
"a3YDm000000GuA7MAK","005Dm000000nnayIAA","","Finished Goods","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Finished_Goods_ACCTGRD"
"a3YDm000000GuA8MAK","005Dm000000nnayIAA","","Prepaids/Deferreds - CP","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","PrepaidsDeferreds_CP_ACCTGRD"
"a3YDm000000GuA9MAK","005Dm000000nnayIAA","","Other Operating Current Assets","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Other_Operating_Current_Assets_ACCTGRD"
"a3YDm000000GuAAMA0","005Dm000000nnayIAA","","Derivative Assets - CP","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Derivative_Assets_CP_ACCTGRD"
"a3YDm000000GuABMA0","005Dm000000nnayIAA","","Accounts Payable-Trade","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Accounts_PayableTrade_ACCTGRD"
"a3YDm000000GuACMA0","005Dm000000nnayIAA","","Trade Payables","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","RMA Benchmarking","trade_payables"
"a3YDm000000GuADMA0","005Dm000000nnayIAA","","Interest Payable","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Interest_Payable_ACCTGRD"
"a3YDm000000GuAEMA0","005Dm000000nnayIAA","","Other Current Liabilities","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","RMA Benchmarking","other_current_liabilities"
"a3YDm000000GuAFMA0","005Dm000000nnayIAA","","Other Non-Op Current Liabs","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Other_NonOp_Current_Liabs_ACCTGRD"
"a3YDm000000GuAGMA0","005Dm000000nnayIAA","","Other Operating Current Liabs","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Other_Operating_Current_Liabs_ACCTGRD"
"a3YDm000000GuAHMA0","005Dm000000nnayIAA","","Net Worth Actual","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Net_WorthActual_ACCTGRD"
"a3YDm000000GuAIMA0","005Dm000000nnayIAA","","EBITDAR","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Ratios/Stats)","EBITDAR_ACCTGRD"
"a3YDm000000GuAJMA0","005Dm000000nnayIAA","","Capital Lease Obligations - CP","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Capital_Lease_Obligations_CP_ACCTGRD"
"a3YDm000000GuAKMA0","005Dm000000nnayIAA","","CP - Subordinated Debt","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","CP_Subordinated_Debt_ACCTGRD"
"a3YDm000000GuALMA0","005Dm000000nnayIAA","","CPLTD-Other Unsecured","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","CPLTDOther_Unsecured_ACCTGRD"
"a3YDm000000GuAMMA0","005Dm000000nnayIAA","","ST Loans Payable-Other","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","ST_Loans_PayableOther_ACCTGRD"
"a3YDm000000GuANMA0","005Dm000000nnayIAA","","Loans from Related Co - CP","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Loans_from_Related_Co_CP_ACCTGRD"
"a3YDm000000GuAOMA0","005Dm000000nnayIAA","","Other Accruals","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Other_Accruals_ACCTGRD"
"a3YDm000000GuAPMA0","005Dm000000nnayIAA","","Dividends Payable","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Dividends_Payable_ACCTGRD"
"a3YDm000000GuAQMA0","005Dm000000nnayIAA","","Deferred Fed Inc Tax - CP","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Deferred_Fed_Inc_Tax_CP_ACCTGRD"
"a3YDm000000GuARMA0","005Dm000000nnayIAA","","Overdrafts - Book","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Overdrafts_Book_ACCTGRD"
"a3YDm000000GuASMA0","005Dm000000nnayIAA","","Revolving Line of Credit","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Revolving_Line_of_Credit_ACCTGRD"
"a3YDm000000GuATMA0","005Dm000000nnayIAA","","CPLTD-Other Secured","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","CPLTDOther_Secured_ACCTGRD"
"a3YDm000000GuAUMA0","005Dm000000nnayIAA","","Borrowed Funds to Eff TNW","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Ratios/Stats)","Borrowed_Funds_to_Eff_TNW_ACCTGRD"
"a3YDm000000GuAVMA0","005Dm000000nnayIAA","","UCA CFC (PP CPLTD)","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Ratios/Stats)","UCA_CFC_PP_CPLTD_ACCTGRD"
"a3YDm000000GuAWMA0","005Dm000000nnayIAA","","Proforma CFC (TCF)","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Ratios/Stats)","Proforma_CFC_TCF_ACCTGRD"
"a3YDm000000GuAXMA0","005Dm000000nnayIAA","","NI+Depr+Amort-Divs / PP CPLTD","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Ratios/Stats)","NIDeprAmortDivs_PP_CPLTD_ACCTGRD"
"a3YDm000000GuAYMA0","005Dm000000nnayIAA","","Due to Officers/Stkhldrs - CP","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Due_to_OfficersStkhldrs_CP_ACCTGRD"
"a3YDm000000GuAZMA0","005Dm000000nnayIAA","","Due to Related Co - CP","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Due_to_Related_Co_CP_ACCTGRD"
"a3YDm000000GuAaMAK","005Dm000000nnayIAA","","Other Accounts Payable","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Other_Accounts_Payable_ACCTGRD"
"a3YDm000000GuAbMAK","005Dm000000nnayIAA","","Accrued Payroll Taxes","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Accrued_Payroll_Taxes_ACCTGRD"
"a3YDm000000GuAcMAK","005Dm000000nnayIAA","","Inventory Days on Hand","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Ratios/Stats)","Inventory_Days_on_Hand_ACCTGRD"
"a3YDm000000GuAdMAK","005Dm000000nnayIAA","","Net Accounts Receivable Days","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Ratios/Stats)","Net_Accounts_Receivable_Days_ACCTGRD"
"a3YDm000000GuAeMAK","005Dm000000nnayIAA","","CAPEX","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Ratios/Stats)","CAPEX_ACCTGRD"
"a3YDm000000GuAfMAK","005Dm000000nnayIAA","","Accounts Pay Days (excl Depr)","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Ratios/Stats)","Accounts_Pay_Days_excl_Depr_ACCTGRD"
"a3YDm000000GuAgMAK","005Dm000000nnayIAA","","Other Due from Related Co - LTP","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Other_Due_from_Related_Co_LTP_ACCTGRD"
"a3YDm000000GuAhMAK","005Dm000000nnayIAA","","Wages/Salaries Payable","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","WagesSalaries_Payable_ACCTGRD"
"a3YDm000000GuAiMAK","005Dm000000nnayIAA","","Securities Avail for Sale","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Securities_Avail_for_Sale_ACCTGRD"
"a3YDm000000GuAjMAK","005Dm000000nnayIAA","","Other Non-Op Current Assets","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Other_NonOp_Current_Assets_ACCTGRD"
"a3YDm000000GuAkMAK","005Dm000000nnayIAA","","Land","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Land_ACCTGRD"
"a3YDm000000GuAlMAK","005Dm000000nnayIAA","","Land","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","RMA Benchmarking","land"
"a3YDm000000GuAmMAK","005Dm000000nnayIAA","","Construction in Progress","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Construction_in_Progress_ACCTGRD"
"a3YDm000000GuAnMAK","005Dm000000nnayIAA","","Leasehold Improvements","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Leasehold_Improvements_ACCTGRD"
"a3YDm000000GuAoMAK","005Dm000000nnayIAA","","Capital Leases","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Capital_Leases_ACCTGRD"
"a3YDm000000GuApMAK","005Dm000000nnayIAA","","Accounts/Notes Rec - LTP","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","AccountsNotes_Rec_LTP_ACCTGRD"
"a3YDm000000GuAqMAK","005Dm000000nnayIAA","","Profit Sharing Plan Contribution","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Profit_Sharing_Plan_Contribution_ACCTGRD"
"a3YDm000000GuArMAK","005Dm000000nnayIAA","","Bonuses Payable","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Bonuses_Payable_ACCTGRD"
"a3YDm000000GuAsMAK","005Dm000000nnayIAA","","Income Taxes Payable","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Income_Taxes_Payable_ACCTGRD"
"a3YDm000000GuAtMAK","005Dm000000nnayIAA","","Income Taxes Payable","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","RMA Benchmarking","income_taxes_payable"
"a3YDm000000GuAuMAK","005Dm000000nnayIAA","","Other Taxes Payable","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Other_Taxes_Payable_ACCTGRD"
"a3YDm000000GuAvMAK","005Dm000000nnayIAA","","Billings in Excess of Costs","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Billings_in_Excess_of_Costs_ACCTGRD"
"a3YDm000000GuAwMAK","005Dm000000nnayIAA","","CAPEX / Depreciation Expense","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Ratios/Stats)","CAPEX_Depreciation_Expense_ACCTGRD"
"a3YDm000000GuAxMAK","005Dm000000nnayIAA","","Other Accounts Receivable - CP","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Other_Accounts_Receivable_CP_ACCTGRD"
"a3YDm000000GuAyMAK","005Dm000000nnayIAA","","Notes Receivable - CP","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Notes_Rec_CP_ACCTGRD"
"a3YDm000000GuAzMAK","005Dm000000nnayIAA","","Other Receivables - CP","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Other_Receivables_CP_ACCTGRD"
"a3YDm000000GuB0MAK","005Dm000000nnayIAA","","Extraordinary Gain","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Income Statement)","Extraordinary_Gain_ACCTGRD"
"a3YDm000000GuB1MAK","005Dm000000nnayIAA","","Extraordinary Loss","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Income Statement)","Extraordinary_Loss_ACCTGRD"
"a3YDm000000GuB2MAK","005Dm000000nnayIAA","","Other Extraordinary Item","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Income Statement)","Other_Extraordinary_Item_ACCTGRD"
"a3YDm000000GuB3MAK","005Dm000000nnayIAA","","Cash","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Cash_ACCTGRD"
"a3YDm000000GuB4MAK","005Dm000000nnayIAA","","Cash","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","RMA Benchmarking","cash"
"a3YDm000000GuB5MAK","005Dm000000nnayIAA","","Personnel Expense","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Income Statement)","Personnel_Expense_ACCTGRD"
"a3YDm000000GuB6MAK","005Dm000000nnayIAA","","Marketable Securities","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Marketable_Securities_ACCTGRD"
"a3YDm000000GuB7MAK","005Dm000000nnayIAA","","Marketable Securities","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","RMA Benchmarking","marketable_securities"
"a3YDm000000GuB8MAK","005Dm000000nnayIAA","","(TCF) Contributions","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Cash Flows)","TCF_Contributions_ACCTGRD"
"a3YDm000000GuB9MAK","005Dm000000nnayIAA","","(TCF) Manual Adjust - CF Available To Service Debt","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Cash Flows)","TCF_Manual_Adjust_CF_Available_To_Service_Debt_ACCTGRD"
"a3YDm000000GuBAMA0","005Dm000000nnayIAA","","Loans to Related Co - CP","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Loans_to_Related_Co_CP_ACCTGRD"
"a3YDm000000GuBBMA0","005Dm000000nnayIAA","","Income Tax Receivable","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Income_Tax_Receivable_ACCTGRD"
"a3YDm000000GuBCMA0","005Dm000000nnayIAA","","Costs in Excess of Billings","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Costs_in_Excess_of_Billings_ACCTGRD"
"a3YDm000000GuBDMA0","005Dm000000nnayIAA","","Def Inc Tax Recover - CP","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Def_Inc_Tax_Recover_CP_ACCTGRD"
"a3YDm000000GuBEMA0","005Dm000000nnayIAA","","Loans from Related Co - LTP","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Accounting Grid (Balance Sheet)","Loans_from_Related_Co_LTP_ACCTGRD"
